customer,state,customer lifetime value,response,coverage,education,effective to date,employmentstatus,gender,income,location code,marital status,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,policy type,policy,renew offer type,sales channel,total claim amount,vehicle class,vehicle size,vehicle type
ME11422,California,5085.023369,California,Basic,College,2/12/11,Unemployed,M,0,Suburban,Married,72,15.0,18,1.0,3,Personal Auto,Personal L3,Offer3,Agent,571.531582,Four-Door Car,Small,A
CC31456,Arizona,6457.560953,Arizona,Extended,Bachelor,1/5/11,Employed,M,37548,Rural,Married,81,12.0,9,0.0,3,Special Auto,Special L2,Offer2,Web,160.598662,Four-Door Car,Medsize,A
SF11920,Arizona,5607.253592,Arizona,Basic,College,2/25/11,Employed,F,39507,Urban,Married,70,32.0,17,0.0,5,Corporate Auto,Corporate L1,Offer1,Web,283.743206,Two-Door Car,Medsize,A
ZJ73220,Arizona,13092.58578,Arizona,Basic,College,1/24/11,Unemployed,F,0,Suburban,Single,188,35.0,82,0.0,7,Special Auto,Special L2,Offer1,Call Center,1353.6,Luxury Car,Medsize,A
NK53902,Oregon,6459.640843,Oregon,Extended,High School or Below,1/27/11,Employed,M,23235,Suburban,Married,82,32.0,46,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,483.482031,Four-Door Car,Large,A
EO74797,Arizona,7840.646748,Arizona,Extended,Bachelor,1/24/11,Unemployed,F,0,Suburban,Single,76,17.0,34,1.0,2,Personal Auto,Personal L2,Offer2,Agent,364.8,Four-Door Car,Large,A
YS94121,calofornia,5645.396665,calofornia,Basic,High School or Below,2/27/11,Employed,M,50366,Suburban,Divorced,72,9.0,5,0.0,9,Personal Auto,Personal L1,Offer1,Call Center,428.734656,Four-Door Car,Small,A
VF58561,Oregon,4995.211519,Oregon,Basic,Bachelor,2/8/11,Employed,F,82413,Suburban,Divorced,62,12.0,79,0.0,3,Personal Auto,Personal L3,Offer1,Agent,297.6,Four-Door Car,Medsize,A
DK41858,Arizona,5791.610721,Arizona,Basic,College,2/5/11,Employed,F,80480,Urban,Married,72,6.0,55,0.0,7,Personal Auto,Personal L3,Offer3,Agent,242.842607,Four-Door Car,Medsize,A
SM42781,Arizona,14040.96476,Arizona,Basic,Bachelor,2/22/11,Unemployed,F,0,Urban,Married,195,9.0,33,1.0,5,Personal Auto,Personal L2,Offer1,Web,669.037562,Luxury SUV,Small,A
RL12319,Oregon,7484.383041,Oregon,Basic,High School or Below,1/15/11,Employed,F,51692,Suburban,Married,186,12.0,28,0.0,1,Special Auto,Special L3,Offer1,Agent,892.8,Luxury Car,Medsize,A
UW68708,California,5009.595291,California,Basic,Bachelor,1/20/11,Unemployed,F,0,Suburban,Single,69,15.149070740488469,95,0.38425610586747105,4,Personal Auto,Personal L2,Offer1,Web,496.8,Four-Door Car,Medsize,A
KH58171,California,2551.226692,California,Basic,Master,1/19/11,Employed,M,79751,Suburban,Married,63,15.0,67,0.0,1,Personal Auto,Personal L3,Offer3,Web,392.235698,Four-Door Car,Medsize,A
AV17528,Nevada,9233.19066,Nevada,Basic,High School or Below,2/3/11,Employed,F,42600,Suburban,Married,115,10.0,78,0.0,3,Personal Auto,Personal L2,Offer2,Branch,660.136987,Sports Car,Medsize,A
RL51023,calofornia,4185.757242,calofornia,Basic,College,2/16/11,Unemployed,M,0,Suburban,Single,64,0.0,56,0.0,3,Corporate Auto,Corporate L1,Offer2,Call Center,492.644465,Four-Door Car,Small,A
IG12691,Arizona,4490.549093,Arizona,Basic,Bachelor,1/19/11,Unemployed,F,0,Urban,Single,64,13.0,11,0.0,3,Personal Auto,Personal L2,Offer1,Agent,254.404622,Two-Door Car,Medsize,A
GJ47397,Oregon,38055.20953,Oregon,Basic,High School or Below,2/12/11,Unemployed,M,0,Suburban,Married,115,21.0,78,0.0,2,Special Auto,Special L2,Offer2,Agent,552.0,Four-Door Car,Medsize,A
EB34435,Arizona,2996.139865,Arizona,Extended,High School or Below,1/22/11,Unemployed,M,0,Suburban,Single,82,9.0,21,0.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,590.4,Four-Door Car,Large,A
XX88364,California,8622.835375,California,Basic,Bachelor,2/18/11,Employed,M,97361,Suburban,Single,73,6.0,85,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,350.4,Four-Door Car,Medsize,A
DN30013,Oregon,5568.889245,Oregon,Basic,College,1/16/11,Employed,F,53295,Urban,Married,70,12.0,97,0.0,8,Personal Auto,Personal L3,Offer3,Branch,250.423844,Four-Door Car,Small,A
YM94448,Arizona,4995.1712,Arizona,Basic,College,1/11/11,Retired,F,10787,Suburban,Divorced,71,33.0,25,0.0,8,Personal Auto,Personal L2,Offer1,Agent,697.798804,Two-Door Car,Small,A
KR17533,Oregon,3954.538361,Oregon,Basic,Doctor,2/27/11,Employed,M,40175,Rural,Divorced,102,34.0,78,1.0,1,Personal Auto,Personal L1,Offer3,Branch,154.721555,SUV,Medsize,A
SJ87277,Arizona,2685.425957,Arizona,Basic,High School or Below,1/8/11,Employed,M,75329,Rural,Married,67,15.0,17,0.0,1,Corporate Auto,Corporate L2,Offer3,Branch,45.905292,Four-Door Car,Large,A
EZ41764,California,2498.963061,California,Basic,Bachelor,2/26/11,Employed,M,76792,Suburban,Married,62,12.0,27,0.0,1,Personal Auto,Personal L2,Offer3,Agent,297.6,Four-Door Car,Medsize,A
QL45827,Washington,25807.063,Washington,Extended,College,2/13/11,Employed,F,71210,Suburban,Married,214,8.0,89,1.0,2,Personal Auto,Personal L1,Offer1,Branch,1027.2,Luxury Car,Small,A
BI33231,California,5120.615661,California,Extended,High School or Below,2/12/11,Unemployed,F,0,Urban,Married,76,11.0,14,4.0,3,Personal Auto,Personal L3,Offer2,Agent,277.220384,Four-Door Car,Medsize,A
QU53781,Oregon,9192.592887,Oregon,Basic,High School or Below,2/8/11,Employed,M,37388,Suburban,Married,117,30.0,21,0.0,5,Corporate Auto,Corporate L1,Offer4,Branch,561.6,SUV,Medsize,A
KC36987,Oregon,13334.26763,Oregon,Premium,Bachelor,1/20/11,Employed,M,47950,Urban,Married,170,23.0,86,1.0,8,Personal Auto,Personal L3,Offer1,Branch,780.990942,Four-Door Car,Medsize,A
UT18598,California,4914.731004,California,Basic,Bachelor,2/24/11,Disabled,F,14232,Suburban,Married,64,13.0,1,0.0,5,Personal Auto,Personal L3,Offer4,Agent,307.2,Four-Door Car,Small,A
AW36627,California,4428.031583,California,Basic,High School or Below,1/29/11,Employed,F,58577,Urban,Married,110,6.0,62,0.0,1,Personal Auto,Personal L3,Offer1,Agent,303.872752,SUV,Medsize,A
NQ71171,calofornia,5107.071054,calofornia,Basic,Bachelor,2/2/11,Employed,M,70174,Rural,Married,64,18.0,80,0.0,7,Personal Auto,Personal L2,Offer1,Agent,128.90032,Four-Door Car,Medsize,A
GC29421,California,2949.282616,California,Basic,High School or Below,1/8/11,Employed,F,78596,Rural,Divorced,73,11.0,0,0.0,1,Personal Auto,Personal L3,Offer3,Call Center,106.267659,Four-Door Car,Medsize,A
TG75223,California,4312.869599,California,Basic,Bachelor,1/15/11,Retired,M,21004,Suburban,Single,62,27.0,20,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,297.6,Two-Door Car,Medsize,A
UP36767,California,4553.809528,California,Basic,College,2/13/11,Employed,M,61064,Urban,Married,113,32.0,77,0.0,1,Personal Auto,Personal L3,Offer3,Branch,539.774172,SUV,Medsize,A
OO11998,calofornia,4583.748377,calofornia,Basic,Master,1/19/11,Employed,M,94804,Suburban,Married,115,13.0,79,4.0,1,Personal Auto,Personal L2,Offer1,Branch,764.592151,SUV,Medsize,A
ID89933,Oregon,7255.577594,Oregon,Extended,Doctor,1/9/11,Employed,F,39786,Urban,Married,91,15.149070740488469,91,0.38425610586747105,9,Personal Auto,Personal L2,Offer1,Web,365.835977,Four-Door Car,Medsize,A
CZ33664,Oregon,2527.653796,Oregon,Basic,Bachelor,1/17/11,Employed,F,80744,Rural,Married,63,24.0,84,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,11.879037,Four-Door Car,Medsize,A
NK40551,California,7455.361568,California,Extended,High School or Below,1/16/11,Employed,F,74089,Suburban,Married,94,13.0,89,2.0,7,Personal Auto,Personal L2,Offer3,Agent,648.690215,Four-Door Car,Small,A
RZ51338,Arizona,6895.309989,Arizona,Basic,Bachelor,1/24/11,Retired,M,28992,Suburban,Divorced,74,3.0,90,4.0,2,Personal Auto,Personal L3,Offer2,Branch,355.2,Four-Door Car,Medsize,A
BC53546,Oregon,5500.576161,Oregon,Basic,Bachelor,2/19/11,Employed,M,35396,Suburban,Divorced,70,32.0,12,0.0,3,Personal Auto,Personal L3,Offer4,Call Center,336.0,Two-Door Car,Medsize,A
RC67125,Arizona,10110.96161,Arizona,Extended,College,1/8/11,Employed,F,96506,Urban,Married,124,15.149070740488469,22,0.38425610586747105,3,Corporate Auto,Corporate L3,Offer3,Agent,504.513989,SUV,Medsize,A
SQ18525,Arizona,8457.461231,Arizona,Basic,College,1/8/11,Employed,F,26023,Rural,Married,72,26.0,33,1.0,2,Personal Auto,Personal L3,Offer1,Branch,79.463916,Four-Door Car,Medsize,A
HY68437,Oregon,6744.190752,Oregon,Extended,High School or Below,2/3/11,Unemployed,M,0,Suburban,Married,90,3.0,74,0.0,4,Personal Auto,Personal L3,Offer1,Branch,547.912576,Four-Door Car,Medsize,A
LC69427,Oregon,2827.328603,Oregon,Basic,College,1/21/11,Employed,F,20368,Suburban,Single,72,30.0,36,0.0,1,Corporate Auto,Corporate L3,Offer4,Branch,345.6,Four-Door Car,Small,A
WZ96432,California,9150.137599,California,Basic,Master,2/19/11,Employed,F,32370,Suburban,Married,115,2.0,77,0.0,4,Corporate Auto,Corporate L3,Offer1,Branch,552.0,SUV,Medsize,A
MQ37971,Arizona,3038.114641,Arizona,Extended,Bachelor,1/20/11,Employed,F,31532,Urban,Single,79,1.0,26,0.0,1,Personal Auto,Personal L3,Offer1,Branch,241.077843,Four-Door Car,Medsize,A
XQ28930,California,11005.02349,California,Basic,College,1/19/11,Unemployed,M,0,Suburban,Single,69,31.0,69,2.0,2,Personal Auto,Personal L3,Offer1,Web,496.8,Four-Door Car,Medsize,A
TR39403,California,3681.978995,California,Extended,Master,1/31/11,Employed,F,77951,Rural,Married,93,28.0,46,3.0,1,Corporate Auto,Corporate L2,Offer4,Branch,19.668633,Two-Door Car,Medsize,A
RE73564,Oregon,11533.47722,Oregon,Extended,Bachelor,2/14/11,Employed,F,41098,Urban,Married,96,3.0,15,0.0,2,Personal Auto,Personal L1,Offer1,Branch,250.058657,Two-Door Car,Medsize,A
OY88200,Nevada,2706.606128,Nevada,Basic,College,1/5/11,Medical Leave,F,22664,Suburban,Divorced,73,0.0,8,0.0,1,Personal Auto,Personal L2,Offer4,Agent,350.4,Two-Door Car,Small,A
WG28563,California,5519.513075,California,Basic,Doctor,1/4/11,Employed,F,70914,Rural,Married,68,15.0,82,0.0,3,Personal Auto,Personal L3,Offer1,Agent,77.695518,Four-Door Car,Medsize,A
KX23516,California,4455.843406,California,Extended,High School or Below,2/20/11,Unemployed,F,0,Suburban,Married,121,16.0,64,0.0,1,Personal Auto,Personal L3,Offer4,Agent,699.615192,SUV,Medsize,A
HD32695,Arizona,4447.423455,Arizona,Premium,Bachelor,2/14/11,Disabled,F,13128,Suburban,Married,118,11.0,21,0.0,1,Personal Auto,Personal L1,Offer4,Call Center,771.878514,Four-Door Car,Medsize,A
EV95033,Oregon,2551.226692,Oregon,Basic,Master,1/19/11,Employed,M,79751,Suburban,Married,63,15.0,67,0.0,1,Special Auto,Special L2,Offer3,Web,392.235698,Two-Door Car,Small,A
GO86980,Oregon,5169.558551,Oregon,Basic,Bachelor,1/4/11,Employed,F,56334,Suburban,Married,65,35.0,72,0.0,3,Corporate Auto,Corporate L2,Offer4,Call Center,421.563772,Two-Door Car,Small,A
TH95618,California,21343.46599,California,Basic,High School or Below,1/6/11,Unemployed,F,0,Suburban,Married,74,11.0,85,1.0,2,Personal Auto,Personal L2,Offer1,Agent,355.2,Four-Door Car,Medsize,A
NT21324,Arizona,2791.880258,Arizona,Basic,College,1/27/11,Employed,M,72389,Urban,Married,70,3.0,76,0.0,1,Personal Auto,Personal L1,Offer2,Branch,206.158416,Four-Door Car,Medsize,A
MM10866,California,8609.158215,California,Basic,Bachelor,1/14/11,Employed,F,79090,Urban,Married,107,2.0,74,0.0,3,Personal Auto,Personal L2,Offer2,Branch,289.040734,SUV,Medsize,A
GJ52970,California,7238.504049,California,Basic,High School or Below,1/3/11,Unemployed,M,0,Suburban,Married,66,31.0,54,1.0,2,Personal Auto,Personal L3,Offer3,Call Center,393.645615,Four-Door Car,Medsize,A
TA31436,California,8132.702789,California,Basic,Bachelor,1/9/11,Employed,F,36737,Suburban,Married,102,15.149070740488469,20,0.38425610586747105,8,Corporate Auto,Corporate L3,Offer1,Agent,512.861063,Sports Car,Large,A
ZZ49347,Oregon,2592.437797,Oregon,Basic,High School or Below,1/2/11,Employed,M,72421,Suburban,Married,65,8.0,23,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,312.0,Four-Door Car,Medsize,A
RW46214,Oregon,5229.68034,Oregon,Basic,High School or Below,2/23/11,Medical Leave,F,26540,Suburban,Divorced,69,13.0,65,1.0,5,Personal Auto,Personal L1,Offer2,Call Center,331.2,Four-Door Car,Medsize,A
KW95891,Oregon,2635.148447,Oregon,Basic,High School or Below,1/28/11,Employed,F,93884,Suburban,Married,65,7.0,10,0.0,1,Personal Auto,Personal L3,Offer4,Branch,312.0,Four-Door Car,Medsize,A
UK62940,Oregon,2354.495752,Oregon,Basic,College,1/3/11,Unemployed,M,0,Suburban,Married,64,19.0,72,0.0,1,Personal Auto,Personal L3,Offer1,Branch,333.830572,Four-Door Car,Medsize,A
ON74557,calofornia,14651.6153,calofornia,Extended,Bachelor,1/6/11,Employed,M,74915,Urban,Married,122,13.0,17,0.0,2,Personal Auto,Personal L2,Offer3,Branch,393.151377,SUV,Medsize,A
OV87950,California,2837.163399,California,Basic,College,2/14/11,Employed,M,29242,Suburban,Married,73,15.149070740488469,23,0.38425610586747105,1,Personal Auto,Personal L1,Offer3,Branch,350.4,Two-Door Car,Large,A
CE56187,Oregon,4363.124641,Oregon,Basic,Master,1/10/11,Employed,F,54514,Urban,Divorced,109,5.0,36,3.0,1,Personal Auto,Personal L2,Offer2,Branch,286.234931,SUV,Medsize,A
OJ38536,California,4563.859434,California,Basic,Doctor,1/13/11,Employed,F,62010,Suburban,Married,112,2.0,51,0.0,1,Personal Auto,Personal L3,Offer2,Agent,537.6,SUV,Medsize,A
EB30823,California,19668.86758,California,Basic,College,2/16/11,Unemployed,M,0,Suburban,Single,67,20.0,55,1.0,2,Personal Auto,Personal L2,Offer1,Call Center,482.4,Four-Door Car,Medsize,A
JC33752,calofornia,6277.844624,calofornia,Extended,College,1/21/11,Employed,F,21024,Suburban,Single,82,32.0,8,1.0,9,Personal Auto,Personal L3,Offer2,Agent,450.129276,Two-Door Car,Large,A
SY86059,calofornia,3731.504584,calofornia,Extended,High School or Below,2/24/11,Unemployed,F,0,Suburban,Married,96,15.149070740488469,34,0.38425610586747105,1,Corporate Auto,Corporate L3,Offer1,Agent,460.8,Four-Door Car,Large,A
RN45606,Nevada,16224.54182,Nevada,Extended,High School or Below,2/13/11,Employed,F,32184,Rural,Married,136,15.149070740488469,91,0.38425610586747105,2,Personal Auto,Personal L2,Offer1,Branch,266.146673,SUV,Medsize,A
XR82418,California,4984.618655,California,Basic,Bachelor,1/11/11,Employed,M,86305,Rural,Married,62,1.0,99,0.0,5,Personal Auto,Personal L1,Offer2,Call Center,80.73124,Four-Door Car,Medsize,A
BV86143,calofornia,21034.01815,calofornia,Basic,High School or Below,2/23/11,Employed,F,26876,Urban,Married,66,12.0,53,0.0,2,Personal Auto,Personal L2,Offer4,Call Center,219.209762,Four-Door Car,Medsize,A
JR10216,California,2691.380574,California,Basic,Bachelor,1/31/11,Retired,F,21959,Suburban,Married,71,0.0,69,0.0,1,Corporate Auto,Corporate L3,Offer4,Web,340.8,Four-Door Car,Small,A
EK10022,California,14057.42125,California,Basic,Bachelor,1/10/11,Employed,M,36261,Suburban,Divorced,118,14.0,78,0.0,2,Corporate Auto,Corporate L3,Offer3,Web,1197.713861,SUV,Medsize,A
QR45101,calofornia,6624.61183,calofornia,Basic,Bachelor,2/26/11,Unemployed,M,0,Suburban,Married,62,27.0,53,0.0,2,Corporate Auto,Corporate L3,Offer1,Branch,297.6,Two-Door Car,Medsize,A
SX95355,Oregon,5849.486464,Oregon,Basic,Bachelor,2/27/11,Employed,F,67511,Suburban,Married,73,3.0,5,0.0,8,Personal Auto,Personal L3,Offer3,Call Center,350.4,Four-Door Car,Small,A
YT43943,California,2430.870824,California,Basic,High School or Below,2/17/11,Employed,F,28476,Suburban,Divorced,62,3.0,76,0.0,1,Personal Auto,Personal L3,Offer2,Agent,297.6,Four-Door Car,Medsize,A
LN20978,Oregon,10721.61076,Oregon,Extended,Bachelor,2/10/11,Employed,F,25983,Suburban,Married,90,32.0,43,0.0,2,Corporate Auto,Corporate L2,Offer2,Web,432.0,Four-Door Car,Small,A
PA19547,Washington,4779.893422,Washington,Basic,High School or Below,2/7/11,Employed,M,54194,Rural,Married,119,9.0,90,1.0,1,Personal Auto,Personal L3,Offer1,Agent,112.268583,SUV,Medsize,A
CB77819,California,4736.34799,California,Basic,High School or Below,2/10/11,Unemployed,M,0,Suburban,Single,65,33.0,1,0.0,3,Personal Auto,Personal L3,Offer1,Web,585.454243,Two-Door Car,Medsize,A
WX14028,Nevada,32450.39142,Nevada,Basic,College,2/10/11,Employed,F,60455,Suburban,Single,104,20.0,25,0.0,2,Personal Auto,Personal L1,Offer4,Agent,499.2,SUV,Medsize,A
JL19416,California,5884.308607,California,Premium,High School or Below,1/27/11,Unemployed,F,0,Suburban,Single,161,29.0,1,0.0,1,Personal Auto,Personal L3,Offer1,Agent,1159.2,SUV,Medsize,A
RB63074,calofornia,4858.067125,calofornia,Basic,High School or Below,1/3/11,Unemployed,M,0,Suburban,Single,67,0.0,79,0.0,3,Personal Auto,Personal L1,Offer2,Branch,482.4,Four-Door Car,Medsize,A
WX16610,California,5824.767025,California,Basic,Bachelor,2/20/11,Employed,F,38492,Urban,Married,72,27.0,34,0.0,3,Personal Auto,Personal L3,Offer2,Branch,207.901654,Four-Door Car,Medsize,A
IY59173,Oregon,5220.685297,Oregon,Extended,Master,1/6/11,Employed,F,68867,Suburban,Married,129,19.0,91,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,619.2,SUV,Medsize,A
TZ28073,California,4341.363555,California,Basic,Bachelor,1/10/11,Employed,M,23352,Suburban,Married,112,0.0,86,0.0,1,Personal Auto,Personal L3,Offer2,Branch,537.6,SUV,Medsize,A
KH24214,calofornia,17857.97233,calofornia,Basic,College,2/13/11,Employed,M,55437,Suburban,Married,64,5.0,78,1.0,2,Personal Auto,Personal L3,Offer3,Agent,445.287788,Four-Door Car,Medsize,A
PB39857,calofornia,5129.608404,calofornia,Extended,Master,2/23/11,Employed,M,72433,Urban,Married,126,34.0,48,0.0,1,Personal Auto,Personal L3,Offer2,Agent,343.139611,SUV,Large,A
CT96082,Oregon,4711.080198,Oregon,Basic,Bachelor,1/5/11,Disabled,F,13933,Rural,Married,62,25.0,32,0.0,6,Corporate Auto,Corporate L3,Offer1,Call Center,49.364254,Two-Door Car,Medsize,A
YI85251,Nevada,18380.39026,Nevada,Extended,High School or Below,2/8/11,Employed,M,50407,Urban,Married,92,30.0,67,0.0,2,Personal Auto,Personal L3,Offer1,Agent,352.060768,Four-Door Car,Medsize,A
DB28487,California,17041.4383,California,Basic,High School or Below,2/1/11,Disabled,F,22249,Suburban,Married,64,4.0,88,0.0,2,Personal Auto,Personal L3,Offer4,Call Center,455.191595,Four-Door Car,Medsize,A
KX23022,Arizona,3312.253233,Arizona,Basic,Bachelor,1/7/11,Unemployed,M,0,Suburban,Single,107,2.0,4,2.0,1,Corporate Auto,Corporate L3,Offer1,Agent,770.4,SUV,Medsize,A
FW17421,Washington,3576.705025,Washington,Extended,High School or Below,1/19/11,Employed,F,24959,Suburban,Married,89,19.0,13,0.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,640.8,Four-Door Car,Large,A
ON45263,California,2462.859762,California,Basic,Bachelor,2/25/11,Unemployed,F,0,Suburban,Divorced,69,9.0,68,0.0,1,Personal Auto,Personal L1,Offer1,Call Center,427.25055,Two-Door Car,Small,A
EL61402,Arizona,6098.462114,Arizona,Extended,Bachelor,1/5/11,Employed,F,74257,Urban,Married,76,16.0,91,0.0,3,Personal Auto,Personal L3,Offer1,Agent,214.586742,Four-Door Car,Large,A
VW65429,Arizona,6899.709949,Arizona,Extended,High School or Below,1/20/11,Employed,M,37308,Urban,Married,86,19.0,69,0.0,9,Personal Auto,Personal L2,Offer1,Agent,301.011106,Four-Door Car,Medsize,A
HU76577,California,3883.398053,California,Basic,Bachelor,1/27/11,Unemployed,M,0,Suburban,Married,109,15.149070740488469,70,0.38425610586747105,1,Personal Auto,Personal L1,Offer1,Agent,765.906271,SUV,Medsize,A
QW40254,Oregon,5259.709581,Oregon,Basic,College,1/21/11,Employed,M,28447,Suburban,Married,67,20.0,99,0.0,3,Personal Auto,Personal L3,Offer4,Agent,321.6,Four-Door Car,Medsize,A
VX85673,Arizona,4250.282624,Arizona,Basic,High School or Below,1/18/11,Unemployed,F,0,Suburban,Single,61,17.0,1,1.0,7,Personal Auto,Personal L3,Offer1,Agent,292.8,Four-Door Car,Medsize,A
WO59883,Washington,19014.47625,Washington,Basic,High School or Below,1/19/11,Employed,F,29822,Suburban,Single,61,17.0,44,0.0,2,Personal Auto,Personal L2,Offer2,Agent,292.8,Two-Door Car,Medsize,A
KB18303,California,8658.863813,California,Basic,College,2/7/11,Employed,M,62464,Urban,Married,109,23.0,45,0.0,4,Corporate Auto,Corporate L1,Offer2,Agent,400.181882,Sports Car,Medsize,A
MD95935,California,5845.426201,California,Basic,Bachelor,1/11/11,Employed,F,43145,Suburban,Married,73,1.0,0,0.0,6,Corporate Auto,Corporate L3,Offer3,Web,516.421124,Two-Door Car,Medsize,A
XJ52902,Nevada,2756.472584,Nevada,Basic,High School or Below,1/27/11,Employed,M,43540,Rural,Married,70,29.0,60,0.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,117.585017,Two-Door Car,Medsize,A
XH47320,Nevada,2937.424534,Nevada,Basic,Master,1/10/11,Employed,F,83195,Urban,Single,73,18.0,36,1.0,1,Personal Auto,Personal L1,Offer1,Call Center,332.693627,Four-Door Car,Medsize,A
SS28002,Arizona,5603.73932,Arizona,Basic,High School or Below,1/30/11,Employed,F,95284,Urban,Married,69,6.0,35,0.0,4,Personal Auto,Personal L3,Offer2,Call Center,327.647322,Four-Door Car,Medsize,A
AP56340,Washington,5384.671725,Washington,Basic,Bachelor,2/26/11,Disabled,M,13103,Suburban,Married,72,21.0,32,0.0,7,Personal Auto,Personal L2,Offer1,Agent,458.003651,Four-Door Car,Medsize,A
ZY57929,calofornia,8169.746083,calofornia,Basic,College,1/26/11,Employed,F,32799,Suburban,Divorced,104,7.0,27,0.0,3,Personal Auto,Personal L2,Offer1,Agent,499.2,SUV,Medsize,A
QS36363,Arizona,12655.52878,Arizona,Premium,High School or Below,2/1/11,Employed,F,26149,Suburban,Married,157,2.0,17,0.0,7,Personal Auto,Personal L3,Offer4,Web,753.6,SUV,Medsize,A
LJ35581,Washington,10025.91827,Washington,Premium,Bachelor,2/28/11,Unemployed,F,0,Suburban,Single,141,25.0,27,0.0,3,Personal Auto,Personal L3,Offer2,Agent,1015.2,SUV,Medsize,A
WZ45123,California,14435.67365,California,Premium,Master,1/26/11,Employed,M,60880,Rural,Married,119,25.0,89,0.0,2,Personal Auto,Personal L2,Offer1,Agent,109.906628,Two-Door Car,Medsize,A
ZW32080,Nevada,2914.955295,Nevada,Basic,Bachelor,2/4/11,Employed,F,37803,Suburban,Divorced,74,26.0,51,0.0,1,Personal Auto,Personal L3,Offer1,Agent,355.2,Four-Door Car,Small,A
LK87874,Nevada,7663.871432,Nevada,Basic,Bachelor,1/20/11,Unemployed,F,0,Suburban,Single,109,5.0,95,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,523.2,SUV,Small,A
CK31454,Arizona,5107.163002,Arizona,Basic,Bachelor,1/26/11,Employed,F,35625,Urban,Married,65,10.0,56,1.0,3,Special Auto,Special L1,Offer2,Agent,288.572108,Four-Door Car,Medsize,A
BZ85306,California,11855.13545,California,Premium,Bachelor,2/17/11,Unemployed,F,0,Suburban,Single,170,10.0,74,0.0,5,Corporate Auto,Corporate L2,Offer3,Web,1227.491941,SUV,Medsize,A
LQ23049,California,2491.257604,California,Basic,High School or Below,2/12/11,Medical Leave,F,25965,Suburban,Divorced,65,23.0,27,0.0,1,Personal Auto,Personal L3,Offer1,Agent,329.206567,Four-Door Car,Medsize,A
PY98628,Arizona,5568.947534,Arizona,Extended,High School or Below,1/1/11,Unemployed,M,0,Suburban,Single,79,21.0,53,1.0,7,Personal Auto,Personal L2,Offer1,Agent,407.440238,Two-Door Car,Medsize,A
XQ19793,Arizona,4772.943848,Arizona,Extended,High School or Below,2/18/11,Retired,M,20993,Suburban,Divorced,133,35.0,90,0.0,1,Personal Auto,Personal L3,Offer2,Agent,638.4,SUV,Medsize,A
KL84615,Arizona,4624.622593,Arizona,Basic,High School or Below,2/22/11,Unemployed,M,0,Suburban,Married,68,0.0,16,2.0,3,Personal Auto,Personal L2,Offer3,Call Center,469.278843,Four-Door Car,Large,A
CD71502,Arizona,3664.22055,Arizona,Basic,High School or Below,2/28/11,Unemployed,M,0,Suburban,Divorced,103,8.0,75,0.0,1,Personal Auto,Personal L3,Offer1,Branch,642.773149,SUV,Medsize,A
GQ15613,Arizona,8004.214781,Arizona,Basic,High School or Below,1/7/11,Employed,F,54008,Suburban,Married,67,15.149070740488469,90,0.38425610586747105,2,Personal Auto,Personal L3,Offer2,Branch,370.503286,Four-Door Car,Medsize,A
GB39602,Nevada,3914.719645,Nevada,Basic,High School or Below,1/14/11,Unemployed,M,0,Suburban,Single,112,6.0,0,0.0,1,Corporate Auto,Corporate L1,Offer1,Call Center,587.861936,Sports Car,Medsize,A
AK46006,Oregon,36293.14678,Oregon,Extended,Bachelor,1/17/11,Medical Leave,M,18047,Suburban,Married,242,5.0,50,0.0,2,Personal Auto,Personal L1,Offer1,Call Center,1350.379181,Luxury SUV,Medsize,A
GR12431,California,36860.72688,California,Basic,College,1/15/11,Employed,F,66216,Rural,Single,103,34.0,58,0.0,2,Personal Auto,Personal L2,Offer2,Web,96.723812,Sports Car,Medsize,A
GI55977,calofornia,2337.35182,calofornia,Basic,High School or Below,2/23/11,Medical Leave,F,28806,Suburban,Married,61,13.0,90,0.0,1,Personal Auto,Personal L1,Offer2,Call Center,292.8,Four-Door Car,Small,A
QO70290,California,9890.210998,California,Extended,Bachelor,2/19/11,Employed,M,52408,Rural,Married,125,13.0,12,0.0,9,Personal Auto,Personal L1,Offer1,Agent,179.125777,Sports Car,Medsize,A
SN27401,Washington,7320.070571,Washington,Premium,High School or Below,1/5/11,Unemployed,M,0,Suburban,Single,112,30.0,29,1.0,3,Personal Auto,Personal L2,Offer2,Agent,806.4,Two-Door Car,Medsize,A
ZE42703,Nevada,4863.470811,Nevada,Extended,Bachelor,2/4/11,Employed,M,52728,Suburban,Divorced,127,34.0,34,1.0,1,Corporate Auto,Corporate L3,Offer1,Branch,609.6,SUV,Medsize,A
KN13494,calofornia,5181.620895,calofornia,Basic,Master,2/3/11,Employed,F,97131,Suburban,Married,64,15.149070740488469,80,0.38425610586747105,6,Personal Auto,Personal L1,Offer2,Agent,307.2,Four-Door Car,Small,A
